id	paper_id	author_id
0	2644	4725
1	2644	4726
2	2644	4727
3	2644	4728
4	3966	6835
5	4409	7651
6	4409	7652
7	4409	7653
8	4735	8297
9	5083	8843
10	5083	8844
11	6176	10517
12	6176	10518
13	8142	14435
14	8393	14810
15	8393	14811
16	9604	16782
17	9604	16783
18	10006	17444
19	10006	17445
20	11716	19867
21	11716	19868
22	11716	19869
23	13037	21825
24	14160	23361
25	14621	23992
26	14621	23993
27	17524	10964
28	17720	28473
29	18359	28628
30	18359	15407
31	19571	31175
32	19571	31176
33	19571	31177
34	20135	32649
35	20135	32650
36	20790	34281
37	20790	34282
38	22105	37368
39	22105	37369
40	22105	37370
41	24402	41701
42	24768	42266
43	24768	42267
44	24768	42268
45	24768	42269
46	25178	42877
47	25545	8639
48	25545	43456
49	25645	26046
50	25645	43625
51	25645	43626
52	25645	43627
53	25645	43628
54	26457	44760
55	26457	44761
56	26556	44904
57	26883	9679
58	27409	46191
59	27409	8423
60	27409	46192
61	28224	47519
62	28224	47520
63	28640	48150
64	28707	27033
65	28707	48248
66	29210	22874
67	29871	50038
68	29871	9658
69	30118	50382
70	30118	50383
71	30118	50384
72	30172	30416
73	30172	30417
74	30172	30418
75	30267	50619
76	30267	11205
77	30267	50620
78	30306	50682
79	32084	53208
80	32084	53209
81	34087	56189
82	35742	58594
83	35943	58876
84	35943	58877
85	36374	59459
86	36374	59460
87	36374	59461
88	36749	8920
89	36749	59961
90	36749	18197
91	37909	61555
92	37909	61556
93	37909	8547
94	39859	64326
95	39859	64326
96	39859	64327
97	39859	64328
98	39859	64329
99	40971	65847
100	40971	58136
101	40971	36000
102	40971	65848
103	40971	45461
104	41387	66357
105	41387	66358
106	41387	9096
107	41924	67005
108	42375	42978
109	42589	8655
110	43541	69134
111	43541	14351
112	43909	23686
113	43909	69650
114	43909	24538
115	45220	71389
116	46322	72903
117	46322	72904
118	46322	28194
119	46322	28197
120	46400	72996
121	46400	72997
122	48929	76424
123	49287	76874
124	49287	76875
125	49287	76876
126	49401	77015
127	49401	22334
128	49401	77016
129	49860	57316
130	49860	36659
131	49860	77560
132	51799	7562
133	51799	23983
134	51999	80352
135	52879	50986
136	52879	39846
137	53546	3378
138	53767	82534
139	54345	83218
140	54345	42280
141	56152	85442
142	56152	85443
143	56408	85810
144	56408	71530
145	56994	86578
146	56994	20528
147	57916	87836
148	58018	87965
149	61334	92366
150	61417	67501
151	61417	92460
152	61417	50298
153	61792	92927
154	62169	93482
155	62170	93483
156	62543	94010
157	62543	94011
158	62801	94330
159	62801	94331
160	62938	77778
161	62938	77779
162	63670	95741
163	63670	95742
164	63670	38898
165	63670	75757
166	63670	95743
167	63670	95744
168	64139	96459
169	64139	96713
170	64139	96714
171	65622	72556
172	65622	99982
173	65843	21441
174	65892	100588
175	65892	100589
176	66869	102706
177	66869	102707
178	66869	102708
179	66869	85550
180	68207	105524
181	68207	105525
182	69003	107194
183	69140	107458
184	69140	107459
185	69426	108062
186	69426	108063
187	70755	110908
188	70755	65838
189	70769	172
190	70840	111098
191	70840	111099
192	70840	111100
193	70840	111101
194	71325	112122
195	71325	112123
196	71325	4686
197	71485	112441
198	72330	114185
199	72330	114186
200	72330	114187
201	72330	114188
202	72330	114189
203	72330	114190
204	72909	115428
205	72909	115429
206	72909	115430
207	74936	119736
208	74936	80369
209	74936	119737
210	74949	28742
211	74949	119762
212	74957	119779
213	75247	120391
214	75247	120392
215	75765	121460
216	75765	60206
217	75765	121461
218	75765	121462
219	75765	121463
220	76451	122824
221	76451	65441
222	76451	69879
223	76588	123102
224	76709	123367
225	76709	123368
226	76709	123369
227	78316	126649
228	78316	81054
229	78657	110621
230	78657	110620
231	78657	127339
232	78657	127340
233	78933	127900
234	78933	100211
235	79096	128244
236	81048	132416
237	81048	132417
238	81048	132418
239	81048	132419
240	81048	132420
241	81048	132421
242	81048	132422
243	81048	129855
244	81048	132423
245	81048	129856
246	81381	133126
247	81520	133392
248	81520	133393
249	81520	133394
250	81520	133395
251	81520	106340
252	81576	133510
253	81576	133511
254	81576	133512
255	81775	67457
256	81775	108175
257	81775	33007
258	82317	135047
259	82317	135048
260	82317	127143
261	82635	135741
262	82635	135742
263	82635	135743
264	82635	135744
265	82635	135745
266	82635	135746
267	82635	135747
268	82635	135748
269	82635	135749
270	82635	135750
271	82635	135751
272	82635	135752
273	82967	136425
274	82967	83505
275	82967	47048
276	83481	137443
277	83481	137444
278	83481	130373
279	83481	75827
280	83481	137445
281	84470	139440
282	85260	141058
283	85783	61441
284	85783	61443
285	85783	142123
286	85818	142174
287	85818	142175
288	85818	142176
289	86785	144203
290	86785	57011
291	86967	77834
292	86967	48630
293	87616	145862
294	87616	145863
295	87709	146039
296	89064	148783
297	89064	148784
298	89064	148785
299	89486	149613
300	89486	49709
301	89926	150463
